ID,Ingreso,Compras_Mensuales,Gasto_Por_Compra,Productos_Por_Compra,Beneficios,,,,
1008348,100047.2,18,5776.67,97,30%,,,,
1008349,91460.74,15,6400.32,92,30%,,,,
1008350,105686.52,13,6004.7,108,30%,,,,
1008351,107305.89,12,6404.42,118,30%,,,,
1008352,101559.55,11,6090,73,30%,,,,
1008353,106384.44,10,5895.38,79,30%,,,,
1008354,103926.45,16,4346.48,117,20%,,,,
1008355,109198.48,14,5820.87,108,30%,,,,
1008356,104181.44,13,4947.96,88,30%,,,,
1008357,95743.28,10,5431.39,133,30%,,,,
1008358,104511.88,10,6634.2,92,30%,,,,
1008359,103137.93,11,6613.45,103,30%,,,,
1008360,104817.72,16,6578.22,113,30%,,,,
1008361,91861.61,16,5787.06,104,30%,,,,
1008362,87558.13,13,6322.33,104,30%,,,,
1008363,96259.38,19,5505.98,114,30%,,,,
1008364,104559.9,16,5327.07,96,30%,,,,
1008365,103037.34,11,6024.72,123,30%,,,,
1008366,98857.15,11,5483.47,115,30%,,,,
1008367,103659.35,13,5966.09,67,30%,,,,
1008368,100699.64,13,5529.3,88,30%,,,,
1008369,102833.76,11,6150.88,102,30%,,,,
1008370,92170.75,18,5612.95,93,30%,,,,
1008371,105949.5,14,6215.48,78,30%,,,,
1008372,99428.22,13,6620.13,99,30%,,,,
1008373,92982.01,10,5598.18,109,30%,,,,
1008374,107456.45,11,5852.09,86,30%,,,,
1008375,113509.65,16,4847.66,94,30%,,,,
1008376,99490.19,12,4528.26,97,20%,,,,
1008377,112013.22,15,5330.29,89,30%,,,,
1008378,99910.48,11,6288.47,93,30%,,,,
1008379,84944.03,11,5503.26,116,30%,,,,
1008380,97234.83,12,5530.03,78,30%,,,,
1008381,101837.1,12,4977.2,88,30%,,,,
1008382,85842.43,18,5491.6,97,30%,,,,
1008383,112222.61,10,6206.3,86,30%,,,,
1008384,104536.49,15,6005.76,100,30%,,,,
1008385,94482.71,13,5201.18,91,30%,,,,
1008386,102746.98,14,6565.07,111,30%,,,,
1008387,113672.77,12,6070.39,89,30%,,,,
1008388,110268.93,12,6557.6,112,30%,,,,
1008389,92894.76,11,6193.25,98,30%,,,,
1008390,92761.98,10,6389.34,118,30%,,,,
1008391,107551.87,11,6097.19,97,30%,,,,
1008392,94920.89,12,6090.1,86,30%,,,,
1008393,106815.51,9,5162.87,99,30%,,,,
1008394,92677.75,8,6295.67,104,30%,,,,
1008395,100993.63,9,5808.81,115,30%,,,,
1008396,103045.04,8,5664.99,78,30%,,,,
1008397,101431.71,14,5322.22,108,30%,,,,
1008398,97067.75,12,6067.99,101,30%,,,,
1008399,88106.1,14,5176.09,100,30%,,,,
1008400,106749.32,11,4955.07,124,30%,,,,
1008401,104003.11,17,6654.73,101,30%,,,,
1008402,97606.95,11,5584.75,101,30%,,,,
1008403,103510.01,4,6978.16,81,40%,,,,
1008404,112724.95,14,6136.8,100,30%,,,,
1008405,105809.22,17,5181.13,84,30%,,,,
1008406,108369.65,11,6112.66,100,30%,,,,
1008407,98745.76,12,6529.07,87,30%,,,,
1008408,99192.85,10,5693.09,91,30%,,,,
1008409,116499.39,17,6801.67,113,40%,,,,
1008410,95582.66,10,5687.17,90,30%,,,,
1008411,108066.11,13,6418.53,111,30%,,,,
1008412,103451.42,14,6239.67,102,30%,,,,
1008413,105662.95,11,5108.6,88,30%,,,,
1008414,97944.25,17,6073.17,70,30%,,,,
1008415,107559.13,13,5746.62,90,30%,,,,
1008416,93800.35,15,5404.12,93,30%,,,,
1008417,92109.89,14,6109.46,115,30%,,,,
1008418,90154.68,12,5930.54,101,30%,,,,
1008419,105403.27,10,5858.5,104,30%,,,,
1008420,97607.03,13,5689.16,98,30%,,,,
1008421,88629.19,12,5186.58,94,30%,,,,
1008422,110887.76,15,5554.67,113,30%,,,,
1008423,90276.58,13,6262.85,105,30%,,,,
1008424,88955.68,8,4319.72,111,20%,,,,
1008425,99191.07,11,6191.44,87,30%,,,,
1008426,99862.16,15,5367.38,108,30%,,,,
1008427,103491.63,14,5734.69,110,30%,,,,
1008428,102914.85,13,5534.5,79,30%,,,,
1008429,106191.3,22,5045.5,102,30%,,,,
1008430,95241.26,11,5250.73,99,30%,,,,
1008431,90587.33,11,5091.86,100,30%,,,,
1008432,107837.79,8,6647.68,109,30%,,,,
1008433,102940.15,10,5864.24,93,30%,,,,
1008434,105613.53,17,6513.36,87,30%,,,,
1008435,106453.38,9,6118.96,108,30%,,,,
1008436,100821.82,12,5548.83,105,30%,,,,
1008437,90017.41,20,5499.97,130,30%,,,,
1008438,101332.4,12,5829.83,107,30%,,,,
1008439,111133.47,12,6265.71,111,30%,,,,
1008440,105284.91,16,5066.03,85,30%,,,,
1008441,94417.76,5,6740.7,90,30%,,,,
1008442,89309.85,15,6160.54,114,30%,,,,
1008443,90604.29,14,6367.97,100,30%,,,,
1008444,96800.02,16,5688.31,101,30%,,,,
1008445,108424.86,10,6309.56,121,30%,,,,
1008446,106853.96,12,6771.68,99,30%,,,,
1008447,106490.06,13,4995.37,112,30%,,,,
1008448,90765.97,13,5667.9,116,30%,,,,
1008449,100781.56,12,6174.31,103,30%,,,,
1008450,99339.51,9,6063.65,103,30%,,,,
1008451,105821.06,9,5763.34,104,30%,,,,
1008452,92362.52,8,5973.41,86,30%,,,,
1008453,104211.97,14,6242.96,78,30%,,,,
1008454,97832.42,9,5285.97,70,30%,,,,
1008455,95346.56,12,5349.12,96,30%,,,,
1008456,86533.28,15,5326.34,112,30%,,,,
1008457,97609.83,17,6667.2,121,30%,,,,
1008458,105401.34,12,4849.33,107,30%,,,,
1008459,94481.6,13,5647.67,111,30%,,,,
1008460,92437.9,17,6491.91,93,30%,,,,
1008461,102512.11,20,6217.58,90,30%,,,,
1008462,105589.88,17,6895.94,87,40%,,,,
1008463,90854.89,10,6750.68,124,30%,,,,
1008464,99135.18,11,5209.32,118,30%,,,,
1008465,94431.06,17,5981.41,91,30%,,,,
1008466,87134.07,17,5258.88,118,30%,,,,
1008467,101841.55,19,5282.34,103,30%,,,,
1008468,101379.25,15,5149.3,110,30%,,,,
1008469,99530.15,15,7231.43,87,40%,,,,
1008470,100864.56,10,6035.74,108,30%,,,,
1008471,96973.3,5,6679.13,95,30%,,,,
1008472,100360.6,15,6367.83,98,30%,,,,
1008473,108890.48,12,7140.76,72,40%,,,,
1008474,86653.92,17,6077.46,118,30%,,,,
1008475,101308.87,13,5386.09,112,30%,,,,
1008476,92466.42,10,5449.8,74,30%,,,,
1008477,91739.09,8,6361.05,90,30%,,,,
1008478,104305.73,15,4635.7,103,20%,,,,
1008479,91990.18,13,5342.26,128,30%,,,,
1008480,103986.71,14,6542.65,63,30%,,,,
1008481,101818.24,9,5998.2,94,30%,,,,
1008482,104812.16,12,7386.36,101,40%,,,,
1008483,94463.94,8,5028.45,90,30%,,,,
1008484,98293.03,18,6828.86,72,40%,,,,
1008485,94666.14,15,7183.71,91,40%,,,,
1008486,93801.9,17,5550.5,105,30%,,,,
1008487,103037.69,8,6434.98,135,30%,,,,
1008488,95890.16,10,6690.95,103,30%,,,,
1008489,107893.07,7,5722.14,122,30%,,,,
1008490,89266.54,13,5683.65,120,30%,,,,
1008491,94515.35,16,6755.97,92,30%,,,,
1008492,94870.38,12,5737.96,90,30%,,,,
1008493,108627.39,13,6651.18,97,30%,,,,
1008494,86913.96,18,6612.3,113,30%,,,,
1008495,101613.84,10,5501.42,73,30%,,,,
1008496,110031.96,15,6333.8,80,30%,,,,
1008497,98625.52,13,5906.33,71,30%,,,,
1008498,94508.97,16,5337.46,127,30%,,,,
1008499,101947.65,10,5776.27,114,30%,,,,
1008500,101179.11,13,6580.16,90,30%,,,,
1008501,91860.46,11,5640.33,121,30%,,,,
1008502,95265.12,10,5638.75,86,30%,,,,
1008503,100411.87,15,4603.27,124,20%,,,,
1008504,99170.15,11,6764.94,95,30%,,,,
1008505,104243.46,14,5926,91,30%,,,,
1008506,95203.27,14,5268.36,105,30%,,,,
1008507,108744.9,18,4894.39,96,30%,,,,
1008508,108517.86,14,5167.32,76,30%,,,,
1008509,93739.03,13,6818.01,66,40%,,,,
1008510,94314.59,11,5065.72,115,30%,,,,
1008511,102270.67,8,5123.41,83,30%,,,,
1008512,98429.34,12,6320.95,94,30%,,,,
1008513,94934.19,8,5879.05,112,30%,,,,
1008514,106065.02,11,6354.63,100,30%,,,,
1008515,104729.95,9,6975.93,86,40%,,,,
1008516,92456.65,10,6241.91,82,30%,,,,
1008517,111253.92,15,5592.8,90,30%,,,,
1008518,100589.16,13,6434.54,102,30%,,,,
1008519,100179.27,13,5989.13,83,30%,,,,
1008520,96446.59,14,6357.03,106,30%,,,,
1008521,99356.92,16,4974.91,94,30%,,,,
1008522,100753.51,13,6707.18,86,30%,,,,
1008523,93630.24,16,6462.4,95,30%,,,,
1008524,96603.1,13,5539.77,118,30%,,,,
1008525,101437.61,7,6560.22,101,30%,,,,
1008526,108606.43,8,5518.38,91,30%,,,,
1008527,98811.12,7,6891.54,109,40%,,,,
1008528,99126.4,11,5497.59,95,30%,,,,
1008529,96492.94,12,7113.77,86,40%,,,,
1008530,99626.32,6,5866.05,117,30%,,,,
1008531,94880.68,11,6535.98,114,30%,,,,
1008532,87654.67,17,5714.38,90,30%,,,,
1008533,101201.08,14,6594.03,124,30%,,,,
1008534,95200.06,14,4676.48,70,20%,,,,
1008535,100977.41,14,5368.83,79,30%,,,,
1008536,93759.05,6,6555.99,83,30%,,,,
1008537,105076.98,13,5168.29,88,30%,,,,
1008538,98158.94,17,6110.8,120,30%,,,,
1008539,108541.34,12,5366.04,84,30%,,,,
1008540,92849.31,20,5625.04,62,30%,,,,
1008541,101153.49,15,6438.33,102,30%,,,,
1008542,106880.21,18,5654.63,88,30%,,,,
1008543,106386.13,10,6902.8,90,40%,,,,
1008544,86969.86,16,6160.86,100,30%,,,,
1008545,82369.5,17,5369.6,97,30%,,,,
1008546,97047.3,11,5189.26,137,30%,,,,
1008547,106720.45,10,6413.75,116,30%,,,,
1008548,99127.76,10,6239.65,98,30%,,,,
1008549,103097.94,13,6433.07,110,30%,,,,
1008550,107350.47,13,5315.91,96,30%,,,,
1008551,100471.5,13,6400.74,104,30%,,,,
1008552,96445.21,12,4850.69,102,30%,,,,
1008553,96547.55,12,6459.84,98,30%,,,,
1008554,103561.15,16,6965.44,95,40%,,,,
1008555,90262.22,10,5990.53,104,30%,,,,
1008556,90728.09,10,5766.11,131,30%,,,,
1008557,106215.5,14,4351.42,99,20%,,,,
1008558,99261.7,14,5647.09,113,30%,,,,
1008559,99569.69,11,5942.41,100,30%,,,,
1008560,94215.89,14,6086.48,85,30%,,,,
1008561,102736.97,11,5480.9,83,30%,,,,
1008562,100483.07,11,7164.96,70,40%,,,,
1008563,103021.11,15,6568.61,97,30%,,,,
1008564,96549.59,12,5240.22,108,30%,,,,
1008565,94779.53,10,6738.38,88,30%,,,,
1008566,108508.12,12,5844.8,104,30%,,,,
1008567,96681.85,12,6770.27,85,30%,,,,
1008568,102444.49,10,6517.02,77,30%,,,,
1008569,99285.85,11,5776.04,110,30%,,,,
1008570,99165.52,12,5584.35,116,30%,,,,
1008571,96952.59,11,4641.6,97,20%,,,,
1008572,93761.15,10,4609.6,80,20%,,,,
1008573,103690.63,8,5509.02,93,30%,,,,
1008574,101827.87,15,6636.02,111,30%,,,,
1008575,98480.48,14,6685.18,106,30%,,,,
1008576,98510.93,15,5204.86,109,30%,,,,
1008577,96580.39,8,5408.18,110,30%,,,,
1008578,111494.54,13,5730.6,99,30%,,,,
1008579,100731.01,4,5815.86,94,30%,,,,
1008580,107614.74,14,7986.37,112,40%,,,,
1008581,93922.76,13,5641.22,101,30%,,,,
1008582,99091.1,7,5325.96,111,30%,,,,
1008583,102790.08,13,6299.83,92,30%,,,,
1008584,96909.61,7,6530.4,83,30%,,,,
1008585,95128.48,14,5427.29,79,30%,,,,
1008586,86260.91,18,5383.22,120,30%,,,,
1008587,92085.18,15,5702.21,102,30%,,,,
1008588,92590.65,17,6604.6,100,30%,,,,
1008589,81345.76,12,4763.69,97,20%,,,,
1008590,98920,7,4790.95,75,20%,,,,
1008591,96847.77,17,6054.99,101,30%,,,,
1008592,107958.19,11,5601.87,101,30%,,,,
1008593,106387.51,15,5884.03,86,30%,,,,
1008594,107821.83,11,5284.81,89,30%,,,,
1008595,104724.19,12,4962.31,113,30%,,,,
1008596,106767.87,11,4824.58,109,30%,,,,
1008597,100784.35,11,5981.72,101,30%,,,,
1008598,97948.54,11,5841.27,72,30%,,,,
1008599,101441.17,15,6087.65,106,30%,,,,
1008600,99280.89,17,5020.69,90,30%,,,,
1008601,96229.37,13,5963.67,88,30%,,,,
1008602,86363.11,11,5895.58,120,30%,,,,
1008603,102963.89,10,6333.85,79,30%,,,,
1008604,111017.57,11,5924.34,149,30%,,,,
1008605,100746.59,18,4718.77,125,20%,,,,
1008606,93368.81,18,6735.26,83,30%,,,,
1008607,99061.33,16,5949.11,96,30%,,,,
1008608,84382.14,11,5590.71,92,30%,,,,
1008609,96520.44,9,4771.93,51,20%,,,,
1008610,92358.38,17,5967.09,87,30%,,,,
1008611,95384.5,14,4711.46,101,20%,,,,
1008612,107157.37,16,5704.84,115,30%,,,,
1008613,99406.82,16,5937.63,90,30%,,,,
1008614,107813.35,14,5789.43,107,30%,,,,
1008615,96618.3,12,6501.51,91,30%,,,,
1008616,97285.01,6,5209.33,85,30%,,,,
1008617,110007.16,12,4858.09,93,30%,,,,
1008618,94840.63,16,6629.15,92,30%,,,,
1008619,101876.28,16,5858.78,106,30%,,,,
1008620,96220.97,10,5387.36,112,30%,,,,
1008621,98124.18,13,5958.79,111,30%,,,,
1008622,99693.6,9,6372.39,104,30%,,,,
1008623,95521.59,10,7744.8,130,40%,,,,
1008624,100474.69,8,6695.35,90,30%,,,,
1008625,105389.16,13,6605.98,96,30%,,,,
1008626,105340.19,13,5780.93,119,30%,,,,
1008627,96740.61,11,6617.85,126,30%,,,,
1008628,96103.41,11,5702.01,105,30%,,,,
1008629,105233.87,6,5303.03,100,30%,,,,
1008630,94205.68,12,7184.46,105,40%,,,,
1008631,95586.82,7,6479.75,94,30%,,,,
1008632,101920.36,10,5256.74,128,30%,,,,
1008633,91471.13,14,5403.33,90,30%,,,,
1008634,91601.94,7,4469.36,101,20%,,,,
1008635,98607.97,12,5144.92,100,30%,,,,
1008636,104712.52,6,5866.69,95,30%,,,,
1008637,101008.79,11,6808.57,86,40%,,,,
1008638,105837.23,12,5736.19,110,30%,,,,
1008639,101471.72,8,7481.58,123,40%,,,,
1008640,99876.36,7,7145.15,119,40%,,,,
1008641,87198.53,12,5621.32,111,30%,,,,
1008642,104179.27,13,7257.17,97,40%,,,,
1008643,107239.79,10,5657.73,84,30%,,,,
1008644,86868.25,15,4289.95,97,20%,,,,
1008645,96907.75,10,5899.91,111,30%,,,,
1008646,94210.91,14,5687.67,107,30%,,,,
1008647,113318.86,13,5978.01,120,30%,,,,
1008648,98148.61,10,4781.98,101,20%,,,,
1008649,104515.43,12,5606.98,99,30%,,,,
1008650,106400.64,16,6154.91,109,30%,,,,
1008651,93712.25,16,5032.63,116,30%,,,,
1008652,100584.48,11,5173.63,101,30%,,,,
1008653,111402.03,8,6329.79,101,30%,,,,
1008654,111518.95,13,4849.49,81,30%,,,,
1008655,106553.07,12,5991.25,142,30%,,,,
1008656,99986.43,20,5512.39,122,30%,,,,
1008657,86907.12,13,5283.17,111,30%,,,,
1008658,87728.96,13,5663.28,79,30%,,,,
1008659,107629.54,14,6085.25,86,30%,,,,
1008660,105359.53,11,5768.66,78,30%,,,,
1008661,99700.3,9,6911,114,40%,,,,
1008662,97969.9,6,6960.34,84,40%,,,,
1008663,95596.37,11,5184.17,107,30%,,,,
1008664,114077.55,12,6022.67,109,30%,,,,
1008665,117394.79,12,5935.26,109,30%,,,,
1008666,105517.34,10,5667.05,103,30%,,,,
1008667,111725.56,16,4576.19,90,20%,,,,
1008668,107195.46,13,6694.57,102,30%,,,,
1008669,104171.09,10,3848.72,108,20%,,,,
1008670,115996.22,11,5565.14,95,30%,,,,
1008671,96132.72,15,4985.68,105,30%,,,,
1008671,96132.72,15,4985.68,97,30%,,,,
1008672,103463.4,5,5588.33,102,30%,,,,
1008673,104981.35,11,5170.29,109,30%,,,,
1008674,105871.75,13,5465.35,92,30%,,,,
1008675,103617.12,14,4956.8,83,30%,,,,
1008676,99388.19,12,5857.21,106,30%,,,,
1008677,94301.43,12,6452.71,117,30%,,,,
1008678,91543.62,18,5562.3,104,30%,,,,
1008679,109171.77,16,6379.4,85,30%,,,,
1008680,111786.59,12,5801.68,114,30%,,,,
1008681,93705.77,14,6010.86,78,30%,,,,
1008682,101087.58,10,5175.87,92,30%,,,,
1008683,99296.53,12,5806.3,94,30%,,,,
1008684,118036.87,7,6951.15,98,40%,,,,
1008685,98549.63,13,4718.38,123,20%,,,,
1008686,95283.05,10,5270.81,87,30%,,,,
1008687,104197.62,8,6715.21,91,30%,,,,
1008688,88306.11,13,5729.92,116,30%,,,,
1008689,94407.85,11,6726.02,129,30%,,,,
1008690,96974.02,15,5799.65,111,30%,,,,
1008691,106955.74,19,5237.89,125,30%,,,,
1008692,85838.1,12,7067.84,109,40%,,,,
1008693,108763.68,15,6463.48,122,30%,,,,
1008694,100503.37,9,5771.41,115,30%,,,,
1008695,82967.96,19,5348.71,94,30%,,,,
1008696,100448.25,16,7125.36,118,40%,,,,
1008697,96798.37,10,6479.92,77,30%,,,,
1008698,98267.76,10,6105.79,60,30%,,,,
1008699,91319.04,7,6592.06,100,30%,,,,
1008700,101414.42,8,5218.24,89,30%,,,,
1008701,93975.45,18,5434.38,67,30%,,,,
1008702,101686.73,12,6070.85,130,30%,,,,
1008703,108368.85,7,6210.56,117,30%,,,,
1008704,81504.69,12,6644.54,92,30%,,,,
1008705,99997.26,9,5635.5,123,30%,,,,
1008706,103927.71,11,5196.91,97,30%,,,,
1008707,93655.37,16,5963.02,118,30%,,,,
1008708,97837.41,12,6189.82,93,30%,,,,
1008709,101065.88,10,6533.89,112,30%,,,,
1008710,98476.32,13,6539.78,87,30%,,,,
1008711,89801.59,9,4806.74,91,20%,,,,
1008712,98329.15,8,5866.7,80,30%,,,,
1008713,108813.75,10,6213.2,123,30%,,,,
1008714,109720.08,12,5597.75,77,30%,,,,
1008715,106687.91,10,5540.13,112,30%,,,,
1008716,102530.93,8,4850.37,96,30%,,,,
1008717,103576.96,7,5758.9,87,30%,,,,
1008718,106303.43,16,7136.52,91,40%,,,,
1008719,98401.78,9,5758.65,104,30%,,,,
1008720,101701.63,11,6484.76,97,30%,,,,
1008721,106118.39,12,6816.02,78,40%,,,,
1008722,102014.74,5,7787.54,72,40%,,,,
1008723,103461.2,12,6074.73,92,30%,,,,
1008724,106415.33,11,5645.83,101,30%,,,,
1008725,99044.36,15,6082.04,101,30%,,,,
1008726,104297.83,15,4759.23,98,20%,,,,
1008727,99525.51,11,4960.88,109,30%,,,,
1008728,111309.73,15,5481.25,94,30%,,,,
1008729,102755.81,13,6248.81,73,30%,,,,
1008730,101203.18,13,5767.28,86,30%,,,,
1008731,99039.29,14,5652.64,108,30%,,,,
1008732,102328.2,10,5750.86,101,30%,,,,
1008733,101888.73,8,5569.35,92,30%,,,,
1008734,97431.31,13,5335.77,90,30%,,,,
1008735,98230.05,8,6884.77,121,40%,,,,
1008736,109644.58,19,5617.74,108,30%,,,,
1008737,97692.61,13,6107.49,66,30%,,,,
1008738,99635.82,14,6754.33,75,30%,,,,
1008739,94315.38,10,6217.09,85,30%,,,,
1008740,110232.12,10,5554.42,85,30%,,,,
1008741,99897.76,11,5590.78,112,30%,,,,
1008742,91273.29,17,5544.09,93,30%,,,,
1008743,111379.25,11,7336.85,88,40%,,,,
1008744,99660.41,16,7207.74,86,40%,,,,
1008745,116361.74,16,5993.46,121,30%,,,,
1008746,101777.2,12,5821.94,98,30%,,,,
1008747,113369.5,11,6520.53,133,30%,,,,
1008748,97886.5,7,4844.95,113,30%,,,,
1008749,103976.56,14,4233.84,106,20%,,,,
1008750,108747.4,18,5818.37,98,30%,,,,
1008751,97847.23,10,6143.16,95,30%,,,,
1008752,97427.04,15,5935.77,80,30%,,,,
1008753,103836.42,9,4756.77,66,20%,,,,
1008754,87396.58,14,5641.9,111,30%,,,,
1008755,91574.26,9,5797.22,94,30%,,,,
1008756,109521.94,11,5727.29,87,30%,,,,
1008757,101719.49,12,6429.03,82,30%,,,,
1008758,90944.06,15,5846.84,80,30%,,,,
1008759,91354.23,11,6206.64,89,30%,,,,
1008760,100580.12,15,6648.52,99,30%,,,,
1008761,94489.85,14,5243.82,83,30%,,,,
1008762,102921.55,14,5870.95,69,30%,,,,
1008763,104014.93,10,6828.77,104,40%,,,,
1008764,102614.96,9,4774.03,130,20%,,,,
1008765,96662.35,13,6353.03,133,30%,,,,
1008766,96538.02,10,6399.79,68,30%,,,,
1008767,94043.32,12,5887.95,88,30%,,,,
1008768,91422.74,8,6389.5,99,30%,,,,
1008769,86557.7,12,5501.06,93,30%,,,,
1008770,85548.71,13,6549.2,104,30%,,,,
1008771,94015.71,13,6228.93,75,30%,,,,
1008772,109438.44,13,5810.95,118,30%,,,,
1008773,102024.07,18,6701.55,102,30%,,,,
1008774,98290.56,9,6654.57,100,30%,,,,
1008775,98494.55,15,5901.82,99,30%,,,,
1008776,102020.05,14,7054.33,117,40%,,,,
1008777,99827.34,15,5420.59,119,30%,,,,
1008778,90734.98,10,5454.62,93,30%,,,,
1008779,101258.42,13,5580.48,105,30%,,,,
1008780,92162.42,13,6823.3,115,40%,,,,
1008781,94711.67,6,6613.4,123,30%,,,,
1008782,85761.7,13,6048.6,106,30%,,,,
1008783,102540.09,13,6023.54,97,30%,,,,
1008784,97889.08,12,5963.45,102,30%,,,,
1008785,108813.46,4,5847.92,101,30%,,,,
1008786,99321.83,14,5843.74,107,30%,,,,
1008787,98654.92,15,6300.12,88,30%,,,,
1008788,104001.45,7,7044.04,88,40%,,,,
1008789,100988.73,14,5324.69,139,30%,,,,
1008790,103166.4,13,6454.35,89,30%,,,,
1008791,87907.36,16,6052.57,89,30%,,,,
1008792,97229.71,11,7144.5,77,40%,,,,
1008793,99375.89,16,5143.49,105,30%,,,,
1008794,105159.23,10,4369.97,89,20%,,,,
1008795,112337.39,15,6204.85,50,30%,,,,
1008796,105201.8,16,6957.79,81,40%,,,,
1008797,96525.04,7,5532.16,82,30%,,,,
1008798,106234.33,12,6578.86,111,30%,,,,
1008799,98320.3,13,6827.6,77,40%,,,,
1008800,91483.15,10,5711.51,87,30%,,,,
1008801,96290.43,10,5621.61,87,30%,,,,
1008802,113715.13,11,5598.48,108,30%,,,,
1008803,105335.03,12,6198.94,87,30%,,,,
1008804,105137.4,16,6721.83,107,30%,,,,
1008805,95790.45,12,4729.89,107,20%,,,,
1008806,89624.88,22,6294.08,93,30%,,,,
1008807,101888.07,9,6377.99,89,30%,,,,
1008808,106296.2,11,5895.89,132,30%,,,,
1008809,109731.14,10,6392.74,104,30%,,,,
1008810,105842.9,8,6169.38,96,30%,,,,
1008811,105470.85,6,6311.45,106,30%,,,,
1008812,96365.72,15,5919.24,131,30%,,,,
1008813,92815.87,14,5978.73,96,30%,,,,
1008814,94229.23,11,6617.14,114,30%,,,,
1008815,107938.15,8,5836.68,85,30%,,,,
1008816,105954.91,7,6232.11,110,30%,,,,
1008817,112332.56,10,6812.22,108,40%,,,,
1008818,103687.13,14,4900.18,97,30%,,,,
1008819,99319.84,10,4617.53,110,20%,,,,
1008820,84996.01,13,6677.45,103,30%,,,,
1008821,106147.33,5,6146.98,103,30%,,,,
1008822,104549.2,16,4948.69,88,30%,,,,
1008823,106822.54,11,5737.09,91,30%,,,,
1008824,92791.26,12,5655.37,111,30%,,,,
1008825,90959.24,16,4995.65,124,30%,,,,
1008826,96742.63,14,5749.9,90,30%,,,,
1008827,105122.8,9,6516.13,130,30%,,,,
1008828,94765.16,8,6015.21,129,30%,,,,
1008829,112609.9,10,6147.73,117,30%,,,,
1008830,98051.6,9,5867.16,85,30%,,,,
1008831,107775.39,13,5527.12,116,30%,,,,
1008832,82554.62,14,6832.42,81,40%,,,,
1008833,103547.54,13,6317.09,120,30%,,,,
1008834,99448.67,12,7682.73,98,40%,,,,
1008835,98341.54,11,6727.16,103,30%,,,,
1008836,101294.27,12,5984.77,90,30%,,,,
1008837,96396.17,9,6711.47,86,30%,,,,
1008838,93043.97,12,6663.45,105,30%,,,,
1008839,92719.76,10,6462,106,30%,,,,
1008840,113256.89,14,6204.82,53,30%,,,,
1008841,97618.67,13,4926.66,124,30%,,,,
1008842,98176,15,5013.99,96,30%,,,,
1008843,86842.78,15,4946.18,88,30%,,,,
1008844,97842.27,14,5761.52,104,30%,,,,
1008845,91911.59,10,5415.95,97,30%,,,,
1008846,82639.78,15,6020.61,81,30%,,,,
1008847,103744.83,18,7053.22,121,40%,,,,
1008848,99713.84,13,4712.91,114,20%,,,,
1008849,85860.4,15,5586.65,90,30%,,,,
1008850,95843.12,16,6565.9,100,30%,,,,
1008851,93461.46,12,4644.75,108,20%,,,,
1008852,107478.36,13,5396.95,84,30%,,,,
1008853,86040.78,12,6890.59,124,40%,,,,
1008854,88520.48,15,5840.93,110,30%,,,,
1008855,93904.42,17,6680.8,117,30%,,,,
1008856,97904.51,18,5946.34,97,30%,,,,
1008857,120979.35,15,5541.92,77,30%,,,,
1008858,109337.44,17,6157.47,142,30%,,,,
1008859,90297.66,17,6528.1,105,30%,,,,
1008860,89554.12,11,5369.6,101,30%,,,,
1008861,101466.04,17,5849.11,116,30%,,,,
1008862,105627.76,15,5495.04,96,30%,,,,
1008863,109153.54,10,5342.15,112,30%,,,,
1008864,104396.65,15,5536.94,98,30%,,,,
1008865,107130.01,16,5929.74,84,30%,,,,
1008866,97429.45,6,5006.2,106,30%,,,,
1008867,106143.88,13,5202.42,125,30%,,,,
1008868,107575.39,13,5435.54,102,30%,,,,
1008869,102160.48,17,4754.54,98,20%,,,,
1008870,101165.9,9,5833.64,88,30%,,,,
1008871,103651.36,13,5252.02,96,30%,,,,
1008872,98252.05,13,5966.77,112,30%,,,,
1008873,103701.88,18,4261.14,87,20%,,,,
1008874,97719.88,15,6248.73,122,30%,,,,
1008875,93049.58,10,5484.64,95,30%,,,,
1008876,88974.12,12,6760.86,101,30%,,,,
1008877,95531.72,14,5246.68,101,30%,,,,
1008878,87023.58,11,6321.62,85,30%,,,,
1008879,93309.87,14,5513.08,84,30%,,,,
1008880,97975.05,11,5560.54,104,30%,,,,
1008881,98106.35,16,5030.91,121,30%,,,,
1008882,105874.66,13,5365.78,104,30%,,,,
1008883,93938.37,12,6937.51,115,40%,,,,
1008884,101644.95,13,5596.74,111,30%,,,,
1008885,90756.81,6,6380.25,84,30%,,,,
1008886,85756.77,19,5307.07,107,30%,,,,
1008887,95981.85,15,6390.36,123,30%,,,,
1008888,100839.26,5,5501.62,99,30%,,,,
1008889,107745.2,14,5426.02,121,30%,,,,
1008890,98583.96,20,6553.73,91,30%,,,,
1008891,100516.81,13,6640.39,121,30%,,,,
1008892,84563.13,13,5989.54,106,30%,,,,
1008893,94064.23,12,6140.38,97,30%,,,,
1008894,85740.19,11,6713.32,87,30%,,,,
1008895,101998.28,16,5305.12,86,30%,,,,
1008896,83073.07,13,5075.39,106,30%,,,,
1008897,98169.23,15,5401.86,101,30%,,,,
1008898,89309.96,15,5701.93,68,30%,,,,
1008899,106326.81,12,5207.68,94,30%,,,,
1008900,110162.05,12,5596.05,103,30%,,,,
1008901,105438.22,11,5987.84,84,30%,,,,
1008902,103216.6,17,5383.74,85,30%,,,,
1008903,101149.89,12,5679.49,124,30%,,,,
1008904,95990.03,12,5751.66,116,30%,,,,
